device_time_stamp,system_time_stamp,left_gaze_point_on_display_area,left_gaze_point_in_user_coordinate_system,left_gaze_point_validity,left_pupil_diameter,left_pupil_validity,left_gaze_origin_in_user_coordinate_system,left_gaze_origin_in_trackbox_coordinate_system,left_gaze_origin_validity,right_gaze_point_on_display_area,right_gaze_point_in_user_coordinate_system,right_gaze_point_validity,right_pupil_diameter,right_pupil_validity,right_gaze_origin_in_user_coordinate_system,right_gaze_origin_in_trackbox_coordinate_system,right_gaze_origin_validity,timestamp,gaze_vizualisation_x,gaze_vizualisation_y
19194675658,885672722932,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-67.36109924316406, -59.41200256347656, 791.494384765625)","(0.6167675256729126, 0.6212734580039978, 0.7931486964225769)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-9.508169174194336, -66.46525573730469, 794.8893432617188)","(0.5128172039985657, 0.6387670040130615, 0.7954398393630981)",1,1702303594497
19194686761,885672734035,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-67.32373809814453, -59.2070426940918, 791.5147094726562)","(0.6166940331459045, 0.6207795739173889, 0.7931523323059082)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-9.479876518249512, -66.26612854003906, 794.9053955078125)","(0.5127629637718201, 0.6382893919944763, 0.7954379916191101)",1,1702303594507
19194697865,885672745139,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-66.62438201904297, -60.29010009765625, 791.3257446289062)","(0.6154829263687134, 0.6234238743782043, 0.7928215265274048)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-8.891369819641113, -67.12905883789062, 794.655517578125)","(0.5117291808128357, 0.6404110789299011, 0.7950708270072937)",1,1702303594519
19194708968,885672756242,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-66.30929565429688, -60.87547302246094, 791.2212524414062)","(0.6149416565895081, 0.6248526573181152, 0.7926504015922546)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-8.739617347717285, -67.38248443603516, 794.5029907226562)","(0.5114648342132568, 0.6410499215126038, 0.7948063015937805)",1,1702303594530
19194720071,885672767345,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-66.36322021484375, -60.77986526489258, 791.2415771484375)","(0.6150339841842651, 0.624618649482727, 0.7926851511001587)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-8.890947341918945, -67.17768096923828, 794.5159912109375)","(0.5117321610450745, 0.640555202960968, 0.7948009967803955)",1,1702303594541
19194731174,885672778447,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-66.04583740234375, -60.078216552734375, 791.1714477539062)","(0.6144627928733826, 0.6229566931724548, 0.7923864722251892)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-8.7316312789917, -66.5186767578125, 794.4193115234375)","(0.5114381313323975, 0.6390053033828735, 0.7944943904876709)",1,1702303594553
19194742277,885672789550,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-66.315673828125, -60.195804595947266, 790.8670654296875)","(0.6149961948394775, 0.623287558555603, 0.7918442487716675)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-9.047414779663086, -66.60343170166016, 794.1333618164062)","(0.5120112895965576, 0.6392577886581421, 0.7939456701278687)",1,1702303594564
19194753380,885672800653,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-66.47773742675781, -59.546810150146484, 790.9129638671875)","(0.6152704358100891, 0.6217196583747864, 0.7918648719787598)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-9.195947647094727, -65.88504028320312, 794.1799926757812)","(0.512264609336853, 0.6375299692153931, 0.793922483921051)",1,1702303594573
19194764483,885672811756,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-66.5179443359375, -60.24482345581055, 790.503173828125)","(0.6154162883758545, 0.623466432094574, 0.7911622524261475)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-9.221708297729492, -66.56673431396484, 793.7791748046875)","(0.5123307704925537, 0.6392371654510498, 0.7932376861572266)",1,1702303594609
19194775586,885672822859,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-67.19453430175781, -60.02892303466797, 790.0816650390625)","(0.6166955232620239, 0.6230096220970154, 0.7904058694839478)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-9.694461822509766, -66.39636993408203, 793.4133911132812)","(0.5131837725639343, 0.6388928294181824, 0.7924915552139282)",1,1702303594609
19194786690,885672833963,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-67.23297119140625, -59.6848030090332, 790.1060180664062)","(0.6167556047439575, 0.6221784949302673, 0.7904087901115417)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-9.646774291992188, -66.01403045654297, 793.4356079101562)","(0.513091504573822, 0.6379757523536682, 0.7924710512161255)",1,1702303594609
19194797793,885672845066,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-67.61619567871094, -59.870567321777344, 789.7047729492188)","(0.6175109148025513, 0.6226881146430969, 0.789704442024231)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-9.789533615112305, -66.29740142822266, 793.0769653320312)","(0.5133605003356934, 0.6387213468551636, 0.7918068766593933)",1,1702303594625
19194808896,885672856169,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-68.22183227539062, -59.92146301269531, 789.3352661132812)","(0.6186607480049133, 0.6228636503219604, 0.7890813946723938)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-10.051316261291504, -66.38552856445312, 792.7615356445312)","(0.5138391852378845, 0.6389893293380737, 0.7911994457244873)",1,1702303594630
19194819999,885672867272,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-67.88127136230469, -59.22822952270508, 789.4152221679688)","(0.6180234551429749, 0.6211914420127869, 0.7890779972076416)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-9.600957870483398, -65.582275390625, 792.8024291992188)","(0.5130168795585632, 0.6370698809623718, 0.791136622428894)",1,1702303594640
19194831102,885672878374,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-67.09563446044922, -59.9836540222168, 789.057373046875)","(0.6166749000549316, 0.6230881810188293, 0.7883468270301819)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-8.944636344909668, -66.36973571777344, 792.3951416015625)","(0.5118609070777893, 0.6390492916107178, 0.7904402017593384)",1,1702303594652
19194842205,885672889477,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-67.81291961669922, -59.60891342163086, 788.6847534179688)","(0.6180203557014465, 0.6222386956214905, 0.7876717448234558)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-9.543036460876465, -66.09489440917969, 792.0840454101562)","(0.5129378437995911, 0.6384404301643372, 0.7897883057594299)",1,1702303594663
19194853308,885672900580,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-67.78142547607422, -58.9699592590332, 788.7512817382812)","(0.6179430484771729, 0.6206912398338318, 0.7877030968666077)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-9.598273277282715, -65.4896469116211, 792.1444702148438)","(0.5130257606506348, 0.6369783878326416, 0.7898099422454834)",1,1702303594673
19194864411,885672911683,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-67.88108825683594, -59.31584548950195, 788.2827758789062)","(0.6182016730308533, 0.6216045022010803, 0.7868407964706421)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-9.563255310058594, -65.96807861328125, 791.7010498046875)","(0.5129809379577637, 0.6382127404212952, 0.7890045046806335)",1,1702303594685
19194875515,885672922788,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-68.22908782958984, -59.21648406982422, 787.9990844726562)","(0.6188728213310242, 0.6214085221290588, 0.7863218784332275)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-9.690841674804688, -65.98387908935547, 791.4560546875)","(0.5132161974906921, 0.6382965445518494, 0.788521945476532)",1,1702303594696
19194886618,885672933891,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-68.13743591308594, -58.04323959350586, 788.0695190429688)","(0.6186776161193848, 0.6185747981071472, 0.7862727046012878)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-9.617798805236816, -64.90483856201172, 791.5167236328125)","(0.513065755367279, 0.6357011198997498, 0.7884632349014282)",1,1702303594707
19194897721,885672944994,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-67.22532653808594, -58.995033264160156, 788.0374145507812)","(0.6170511245727539, 0.6208909749984741, 0.7861937284469604)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-8.846687316894531, -65.95669555664062, 791.431884765625)","(0.5116989016532898, 0.6382548809051514, 0.7884495854377747)",1,1702303594742
19194908824,885672956097,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-67.12618255615234, -58.985740661621094, 788.1093139648438)","(0.6168608069419861, 0.6208580136299133, 0.7863184809684753)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-8.870150566101074, -66.03362274169922, 791.5020141601562)","(0.5117408633232117, 0.6384246945381165, 0.7886026501655579)",1,1702303594742
19194919927,885672967200,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-66.10376739501953, -58.13429641723633, 788.2863159179688)","(0.6149746179580688, 0.6188008785247803, 0.7863727807998657)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-7.89949369430542, -65.18929290771484, 791.5945434570312)","(0.5099804997444153, 0.6364051103591919, 0.7886269688606262)",1,1702303594742
19194931030,885672978302,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-66.64456939697266, -59.091732025146484, 788.1968383789062)","(0.6159796118736267, 0.6211080551147461, 0.7864269018173218)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-8.672247886657715, -66.15642547607422, 791.5526123046875)","(0.5113860964775085, 0.6387131214141846, 0.7887194752693176)",1,1702303594757
19194942133,885672989405,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-66.75, -59.292335510253906, 788.2393798828125)","(0.6161665916442871, 0.6215807199478149, 0.7865591049194336)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-8.909037590026855, -66.31949615478516, 791.5997924804688)","(0.5118133425712585, 0.639089047908783, 0.788845956325531)",1,1702303594763
19194953236,885673000508,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-66.45323944091797, -58.06911849975586, 788.3702392578125)","(0.6155914664268494, 0.6186215877532959, 0.7865883708000183)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-8.58899211883545, -65.121826171875, 791.6996459960938)","(0.511216402053833, 0.636207640171051, 0.7888396978378296)",1,1702303594774
19194964340,885673011613,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-67.6623764038086, -58.89200973510742, 788.2733764648438)","(0.6178016066551208, 0.620591402053833, 0.7867217063903809)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-9.636175155639648, -66.01795959472656, 791.7080078125)","(0.5131126046180725, 0.6383291482925415, 0.7890284657478333)",1,1702303594785
19194975443,885673022716,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-68.01702880859375, -58.82207489013672, 788.2792358398438)","(0.6184396743774414, 0.6204143166542053, 0.7867835760116577)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-9.78111457824707, -66.03234100341797, 791.749267578125)","(0.5133723616600037, 0.6383522152900696, 0.7891164422035217)",1,1702303594796
19194986546,885673033819,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-68.41082763671875, -58.244781494140625, 788.3096923828125)","(0.6191364526748657, 0.6190114617347717, 0.7868266701698303)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-9.99661922454834, -65.33488464355469, 791.795654296875)","(0.513746976852417, 0.6366679668426514, 0.7890989780426025)",1,1702303594807
19194997649,885673044922,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-68.34095001220703, -59.02483367919922, 788.1771850585938)","(0.6190435886383057, 0.6209130883216858, 0.7866665124893188)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-9.740647315979004, -66.1373291015625, 791.6698608398438)","(0.5133032202720642, 0.6386203765869141, 0.7889747023582458)",1,1702303594818
19195008752,885673056025,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-68.60147857666016, -58.97642517089844, 788.063720703125)","(0.6195310354232788, 0.6208110451698303, 0.7864788770675659)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-9.797231674194336, -66.12991333007812, 791.58203125)","(0.5134068131446838, 0.6386189460754395, 0.7887999415397644)",1,1702303594829
19195019855,885673067128,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-67.37716674804688, -58.99480056762695, 788.1646118164062)","(0.6173053979873657, 0.6208643913269043, 0.7864721417427063)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-8.527837753295898, -66.12605285644531, 791.5894775390625)","(0.5111252665519714, 0.6386361718177795, 0.7887848019599915)",1,1702303594840
19195030958,885673078230,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-66.13623046875, -58.74609375, 788.3019409179688)","(0.6150405406951904, 0.6202691197395325, 0.7864993810653687)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-7.242856979370117, -65.7732162475586, 791.6223754882812)","(0.508809506893158, 0.6378127336502075, 0.7887662649154663)",1,1702303594875
19195042061,885673089334,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-66.32923889160156, -58.703128814697266, 788.3013305664062)","(0.6153882741928101, 0.6201615929603577, 0.7865240573883057)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-7.399377822875977, -65.582275390625, 791.6238403320312)","(0.5090876221656799, 0.6373516321182251, 0.7887404561042786)",1,1702303594875
19195053165,885673100437,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-65.03038787841797, -60.50754165649414, 788.2887573242188)","(0.613074779510498, 0.6245331764221191, 0.7865551710128784)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-6.193310737609863, -67.09662628173828, 791.5040283203125)","(0.5069469809532166, 0.6410298347473145, 0.7887340188026428)",1,1702303594875
19195064268,885673111540,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-63.930503845214844, -60.26137161254883, 788.4146728515625)","(0.6110672950744629, 0.6239424347877502, 0.7865890860557556)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-5.181560516357422, -66.56534576416016, 791.5198974609375)","(0.5051195025444031, 0.6397761702537537, 0.7886617183685303)",1,1702303594892
19195075371,885673122643,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-63.953163146972656, -61.19078063964844, 788.3223876953125)","(0.6111366152763367, 0.626194417476654, 0.7865516543388367)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-5.08977746963501, -67.158203125, 791.4090576171875)","(0.5049657225608826, 0.6412209272384644, 0.7885395288467407)",1,1702303594895
19195086474,885673133747,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-64.41287231445312, -62.88814163208008, 788.1806640625)","(0.6120142936706543, 0.6302939653396606, 0.7866098880767822)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-5.406876087188721, -68.7179183959961, 791.30419921875)","(0.5055628418922424, 0.6449726223945618, 0.7886015772819519)",1,1702303594907
19195097577,885673144850,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-64.265380859375, -62.122840881347656, 788.2759399414062)","(0.6117218136787415, 0.6284381747245789, 0.7866546511650085)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-5.381767272949219, -67.91789245605469, 791.3784790039062)","(0.5055035948753357, 0.6430408954620361, 0.7886114716529846)",1,1702303594918
19195108680,885673155953,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-64.19506072998047, -61.2127571105957, 788.360107421875)","(0.6115679144859314, 0.6262348890304565, 0.7866690754890442)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-5.270041465759277, -66.95594024658203, 791.4461669921875)","(0.505285918712616, 0.6407248377799988, 0.7885816693305969)",1,1702303594929
19195119783,885673167056,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-63.86989974975586, -60.670230865478516, 787.8167114257812)","(0.6110526919364929, 0.6250368356704712, 0.7854531407356262)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-5.08771276473999, -66.41069793701172, 790.8753051757812)","(0.5049566626548767, 0.6395373344421387, 0.7873499989509583)",1,1702303594941
19195130886,885673178159,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-63.77793502807617, -60.35706329345703, 786.8242797851562)","(0.6110280156135559, 0.624466598033905, 0.783417820930481)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-5.174973964691162, -66.09515380859375, 789.876220703125)","(0.5051215887069702, 0.6389791965484619, 0.7853072285652161)",1,1702303594952
19195141990,885673189263,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-64.21147918701172, -61.68293762207031, 786.7421264648438)","(0.6118453145027161, 0.6276677250862122, 0.7835291624069214)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-5.7061848640441895, -67.18043518066406, 789.8153076171875)","(0.506097137928009, 0.641585111618042, 0.7853755950927734)",1,1702303594963
19195153093,885673200366,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-63.77400588989258, -60.43172073364258, 785.1478271484375)","(0.6112704277038574, 0.6249545216560364, 0.7800965309143066)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-5.54119873046875, -66.0047836303711, 788.1900024414062)","(0.5058033466339111, 0.6390928626060486, 0.781936526298523)",1,1702303594975
19195164196,885673211469,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-63.423954010009766, -60.60478973388672, 785.1817016601562)","(0.610633909702301, 0.6253740191459656, 0.7801340222358704)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-5.346658706665039, -66.22915649414062, 788.2022705078125)","(0.5054557919502258, 0.6396344900131226, 0.7819958329200745)",1,1702303595009
19195175299,885673222572,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-63.79050064086914, -61.16387939453125, 785.1839599609375)","(0.6113066673278809, 0.6267157196998596, 0.7802836894989014)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-5.790914058685303, -66.50294494628906, 788.2107543945312)","(0.5062620043754578, 0.6402815580368042, 0.7820649147033691)",1,1702303595010
19195186402,885673233675,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-63.53049850463867, -60.16292953491211, 783.5846557617188)","(0.6110565066337585, 0.6245977878570557, 0.7769091725349426)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-5.761810302734375, -65.49462127685547, 786.5892333984375)","(0.5062165260314941, 0.6381810903549194, 0.7786644101142883)",1,1702303595010
19195197505,885673244778,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-63.3468132019043, -60.195919036865234, 783.6157836914062)","(0.6107189059257507, 0.624675989151001, 0.7769465446472168)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-5.705902099609375, -65.56309509277344, 786.6090087890625)","(0.5061162114143372, 0.6383433938026428, 0.7787144780158997)",1,1702303595024
19195208608,885673255881,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-62.96443176269531, -61.38640594482422, 783.557861328125)","(0.6100522875785828, 0.6275762319564819, 0.7769537568092346)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-5.248619556427002, -66.53608703613281, 786.5130004882812)","(0.505306601524353, 0.6407185792922974, 0.7786795496940613)",1,1702303595029
19195219711,885673266984,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-62.6572151184082, -61.18592071533203, 783.6021728515625)","(0.6094847917556763, 0.6270895600318909, 0.7769616842269897)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-4.919750690460205, -66.2844009399414, 786.5288696289062)","(0.504707396030426, 0.6401157975196838, 0.7786646485328674)",1,1702303595042
19195230815,885673278088,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-62.928409576416016, -60.44951248168945, 783.6361083984375)","(0.6099603176116943, 0.6252952814102173, 0.7769587635993958)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-5.257369041442871, -65.61974334716797, 786.5835571289062)","(0.5053063035011292, 0.6384950280189514, 0.7786668539047241)",1,1702303595052
19195241918,885673289191,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-63.533111572265625, -61.298240661621094, 783.564697265625)","(0.6110823750495911, 0.6273488998413086, 0.7770447731018066)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-5.889728546142578, -66.26211547851562, 786.5449829101562)","(0.5064612030982971, 0.6400373578071594, 0.7787063121795654)",1,1702303595062
19195253021,885673300294,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-63.182498931884766, -60.14805221557617, 782.1065673828125)","(0.6106430292129517, 0.6248419880867004, 0.7739129662513733)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-5.690184593200684, -65.14459228515625, 785.0608520507812)","(0.5061032772064209, 0.637644350528717, 0.7755593061447144)",1,1702303595074
19195264124,885673311397,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-63.07212829589844, -60.10076141357422, 780.67529296875)","(0.6106536388397217, 0.6249943375587463, 0.771043062210083)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-5.716716766357422, -65.13355255126953, 783.6284790039062)","(0.5061720609664917, 0.6379044055938721, 0.7727028727531433)",1,1702303595085
19195275227,885673322500,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-62.772789001464844, -61.1974983215332, 780.6083984375)","(0.6101356148719788, 0.6276776194572449, 0.7710316181182861)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-5.386264801025391, -66.02882385253906, 783.5299072265625)","(0.5055884122848511, 0.6400981545448303, 0.7726512551307678)",1,1702303595096
19195286330,885673333603,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-62.81072235107422, -60.06861114501953, 779.3740234375)","(0.6103694438934326, 0.6251633763313293, 0.768409788608551)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-5.51945161819458, -64.9901123046875, 782.302978515625)","(0.5058303475379944, 0.63782799243927, 0.7700344324111938)",1,1702303595107
19195297433,885673344706,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-62.79157638549805, -59.97735595703125, 777.970458984375)","(0.6105415225028992, 0.6252025365829468, 0.7656030058860779)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-5.618953227996826, -64.99114227294922, 780.9095458984375)","(0.5060315132141113, 0.6381091475486755, 0.7672590613365173)",1,1702303595143
19195308536,885673355809,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-62.93301010131836, -60.885318756103516, 777.8860473632812)","(0.6108274459838867, 0.627428412437439, 0.7655979990959167)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-5.796630382537842, -65.71826934814453, 780.8262329101562)","(0.5063685774803162, 0.6398877501487732, 0.7672168016433716)",1,1702303595143
19195319640,885673366913,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-62.72951126098633, -59.71736145019531, 776.5933837890625)","(0.6106290221214294, 0.6248258352279663, 0.7628160119056702)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-5.720712661743164, -64.59867858886719, 779.5189819335938)","(0.5062308311462402, 0.6374334692955017, 0.7644239664077759)",1,1702303595143
19195330743,885673378016,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-62.626365661621094, -59.70601272583008, 775.4740600585938)","(0.6106067895889282, 0.625008761882782, 0.7605727314949036)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-5.7244977951049805, -64.62903594970703, 778.3990478515625)","(0.5062548518180847, 0.6377332210540771, 0.7621968984603882)",1,1702303595157
19195341846,885673389119,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-63.57386016845703, -59.57078170776367, 775.3740234375)","(0.6123580932617188, 0.6246753931045532, 0.7605065703392029)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-6.5793585777282715, -64.48931884765625, 778.3688354492188)","(0.507815420627594, 0.6373798251152039, 0.7621271014213562)",1,1702303595162
19195352949,885673400222,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-63.3133659362793, -59.89092254638672, 775.3668212890625)","(0.6118863821029663, 0.6254655718803406, 0.7604988813400269)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-6.272969722747803, -64.72596740722656, 778.3377075195312)","(0.5072599053382874, 0.6379694938659668, 0.7620991468429565)",1,1702303595174
19195364052,885673411326,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-62.66526794433594, -60.31435775756836, 775.3954467773438)","(0.6106997728347778, 0.6265103220939636, 0.7605164647102356)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-5.677224636077881, -65.10432434082031, 778.3168334960938)","(0.5061776638031006, 0.6389088034629822, 0.7621111869812012)",1,1702303595185
19195375155,885673422429,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-62.308204650878906, -60.726318359375, 775.4049682617188)","(0.6100499033927917, 0.6275240182876587, 0.760542094707489)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-5.391324520111084, -65.32630157470703, 778.2859497070312)","(0.5056592226028442, 0.6394622921943665, 0.7620826363563538)",1,1702303595195
19195386258,885673433532,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-61.87557601928711, -60.00490951538086, 775.4691162109375)","(0.6092350482940674, 0.6257575154304504, 0.7604889869689941)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-5.210075378417969, -64.52924346923828, 778.3056030273438)","(0.505314290523529, 0.6375204920768738, 0.7619867920875549)",1,1702303595206
19195397361,885673444635,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-61.038818359375, -60.13395309448242, 775.60400390625)","(0.6076823472976685, 0.6260665655136108, 0.7606452703475952)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-4.610545635223389, -64.68771362304688, 778.3803100585938)","(0.5042201280593872, 0.637904942035675, 0.7621545195579529)",1,1702303595218
19195408465,885673455739,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-62.1967658996582, -59.858055114746094, 775.562255859375)","(0.609808087348938, 0.6253737211227417, 0.7607027292251587)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-5.862396717071533, -64.42221069335938, 778.4220581054688)","(0.5065030455589294, 0.63722163438797, 0.7622105479240417)",1,1702303595229
19195419568,885673466842,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-62.429935455322266, -59.48448944091797, 775.5794677734375)","(0.6102271676063538, 0.6244519352912903, 0.7607170343399048)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-6.112401008605957, -63.9911003112793, 778.4490966796875)","(0.5069523453712463, 0.6361604928970337, 0.7621974945068359)",1,1702303595240
19195430671,885673477945,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-62.08959197998047, -60.0113410949707, 775.5516357421875)","(0.6096155643463135, 0.6257529258728027, 0.7606881260871887)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-5.837459087371826, -64.56526947021484, 778.403076171875)","(0.5064601898193359, 0.6375745534896851, 0.7621960639953613)",1,1702303595276
19195441774,885673489048,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-62.21204376220703, -60.09910583496094, 775.526611328125)","(0.6098452806472778, 0.6259694695472717, 0.7606712579727173)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-5.901421070098877, -64.74715423583984, 778.3958740234375)","(0.5065802335739136, 0.6380176544189453, 0.7622126340866089)",1,1702303595277
